💞综合频道,#genre# 
大蛇3：龙蛇之战,http://mmmitv.top/test/kdy.php?id=36911.html&tag=VOM&type=dinary&opt=2
凶火,http://mmmitv.top/test/kdy.php?id=56813.html&tag=VOM&type=dinary&opt=2
奇怪国家的数学家,http://mmmitv.top/test/kdy.php?id=53863.html&tag=VOM&type=dinary&opt=2
你将不再孤单,http://mmmitv.top/test/kdy.php?id=53781.html&tag=VOM&type=dinary&opt=2
梦幻影制社,http://mmmitv.top/test/kdy.php?id=38930.html&tag=VOM&type=dinary&opt=2
惊声尖叫5,http://mmmitv.top/test/kdy.php?id=38791.html&tag=VOM&type=dinary&opt=2
谁可以这样爱我,http://mmmitv.top/test/kdy.php?id=38555.html&tag=VOM&type=dinary&opt=2
威龙行动,http://mmmitv.top/test/kdy.php?id=37554.html&tag=VOM&type=dinary&opt=2
我的表演班同学,http://mmmitv.top/test/kdy.php?id=37553.html&tag=VOM&type=dinary&opt=2
通天古盒,http://mmmitv.top/test/kdy.php?id=37551.html&tag=VOM&type=dinary&opt=2
麻辣女神厨,http://mmmitv.top/test/kdy.php?id=37549.html&tag=VOM&type=dinary&opt=2
猎战,http://mmmitv.top/test/kdy.php?id=37056.html&tag=VOM&type=dinary&opt=2
降魔天师,http://mmmitv.top/test/kdy.php?id=40328.html&tag=VOM&type=dinary&opt=2
狄仁杰之骷髅将军,http://mmmitv.top/test/kdy.php?id=36665.html&tag=VOM&type=dinary&opt=2
曾经错过的爱情,http://mmmitv.top/test/kdy.php?id=35756.html&tag=VOM&type=dinary&opt=2
阴阳镇怪谈,http://mmmitv.top/test/kdy.php?id=35706.html&tag=VOM&type=dinary&opt=2
危笑,http://mmmitv.top/test/kdy.php?id=89599.html&tag=VOM&type=dinary&opt=2
心心之火,http://mmmitv.top/test/kdy.php?id=63264.html&tag=VOM&type=dinary&opt=2
正义黑客,http://mmmitv.top/test/kdy.php?id=89653.html&tag=VOM&type=dinary&opt=2
国家德比,http://mmmitv.top/test/kdy.php?id=89651.html&tag=VOM&type=dinary&opt=2
正直的候选人2,http://mmmitv.top/test/kdy.php?id=89595.html&tag=VOM&type=dinary&opt=2
危笑2022,http://mmmitv.top/test/kdy.php?id=84866.html&tag=VOM&type=dinary&opt=2
首尔怪谈,http://mmmitv.top/test/kdy.php?id=56694.html&tag=VOM&type=dinary&opt=2
蜀山传：万剑归宗,http://mmmitv.top/test/kdy.php?id=50045.html&tag=VOM&type=dinary&opt=2
誓不低头2022,http://mmmitv.top/test/kdy.php?id=49039.html&tag=VOM&type=dinary&opt=2
执法者2022,http://mmmitv.top/test/kdy.php?id=89677.html&tag=VOM&type=dinary&opt=2
双子座计划,http://mmmitv.top/test/kdy.php?id=40640.html&tag=VOM&type=dinary&opt=2
蜡笔小新：好别致的影分身日语版,http://mmmitv.top/test/kdy.php?id=89713.html&tag=VOM&type=dinary&opt=2
蜡笔小新：好别致的影分身国语版,http://mmmitv.top/test/kdy.php?id=89712.html&tag=VOM&type=dinary&opt=2
警探奈特：侠盗,http://mmmitv.top/test/kdy.php?id=89611.html&tag=VOM&type=dinary&opt=2
惊心食人族：重生,http://mmmitv.top/test/kdy.php?id=82028.html&tag=VOM&type=dinary&opt=2
恶魔的光火,http://mmmitv.top/test/kdy.php?id=89638.html&tag=VOM&type=dinary&opt=2
鳄鱼莱莱,http://mmmitv.top/test/kdy.php?id=89702.html&tag=VOM&type=dinary&opt=2
伊丽莎·施莱辛格：永远火辣辣,http://mmmitv.top/test/kdy.php?id=89698.html&tag=VOM&type=dinary&opt=2
正午之星,http://mmmitv.top/test/kdy.php?id=89697.html&tag=VOM&type=dinary&opt=2
狂情攀峰,http://mmmitv.top/test/kdy.php?id=89696.html&tag=VOM&type=dinary&opt=2
阿加莎2022,http://mmmitv.top/test/kdy.php?id=89687.html&tag=VOM&type=dinary&opt=2
尼罗河上的惨案2022,http://mmmitv.top/test/kdy.php?id=45720.html&tag=VOM&type=dinary&opt=2
阖家辣,http://mmmitv.top/test/kdy.php?id=89633.html&tag=VOM&type=dinary&opt=2
你所知道的邪恶,http://mmmitv.top/test/kdy.php?id=54301.html&tag=VOM&type=dinary&opt=2
纽约的一个雨天,http://mmmitv.top/test/kdy.php?id=39497.html&tag=VOM&type=dinary&opt=2
青蛇：前缘,http://mmmitv.top/test/kdy.php?id=47484.html&tag=VOM&type=dinary&opt=2
阿穆,http://mmmitv.top/test/kdy.php?id=89591.html&tag=VOM&type=dinary&opt=2
黑亚当,http://mmmitv.top/test/kdy.php?id=88906.html&tag=VOM&type=dinary&opt=2
七大罪：嫉妒,http://mmmitv.top/test/kdy.php?id=89554.html&tag=VOM&type=dinary&opt=2
性吸引力,http://mmmitv.top/test/kdy.php?id=42981.html&tag=VOM&type=dinary&opt=2
狼狩猎,http://mmmitv.top/test/kdy.php?id=89209.html&tag=VOM&type=dinary&opt=2
奇迹·笨小孩,http://mmmitv.top/test/kdy.php?id=37939.html&tag=VOM&type=dinary&opt=2
20世纪少女,http://mmmitv.top/test/kdy.php?id=89024.html&tag=VOM&type=dinary&opt=2
尘缘不神山,http://mmmitv.top/test/kdy.php?id=89519.html&tag=VOM&type=dinary&opt=2
共助2：国际,http://mmmitv.top/test/kdy.php?id=89382.html&tag=VOM&type=dinary&opt=2
V字猎杀令,http://mmmitv.top/test/kdy.php?id=86823.html&tag=VOM&type=dinary&opt=2
爱的锦囊妙计,http://mmmitv.top/test/kdy.php?id=38423.html&tag=VOM&type=dinary&opt=2
天堂门票,http://mmmitv.top/test/kdy.php?id=79491.html&tag=VOM&type=dinary&opt=2
秦岭密窟,http://mmmitv.top/test/kdy.php?id=54036.html&tag=VOM&type=dinary&opt=2
双面陌生人,http://mmmitv.top/test/kdy.php?id=88886.html&tag=VOM&type=dinary&opt=2
我遇见了魔鬼,http://mmmitv.top/test/kdy.php?id=89407.html&tag=VOM&type=dinary&opt=2
达荷美女战士,http://mmmitv.top/test/kdy.php?id=81873.html&tag=VOM&type=dinary&opt=2
去他的爱：再次中招,http://mmmitv.top/test/kdy.php?id=58207.html&tag=VOM&type=dinary&opt=2
瞬息全宇宙,http://mmmitv.top/test/kdy.php?id=55476.html&tag=VOM&type=dinary&opt=2
地底怪物,http://mmmitv.top/test/kdy.php?id=39180.html&tag=VOM&type=dinary&opt=2
搜救,http://mmmitv.top/test/kdy.php?id=78561.html&tag=movie&type=dinary&opt=3
撒旦的奴隶2,http://mmmitv.top/test/kdy.php?id=78559.html&tag=movie&type=dinary&opt=3
梵天神器,http://mmmitv.top/test/kdy.php?id=78555.html&tag=movie&type=dinary&opt=3
国王的骑手,http://mmmitv.top/test/kdy.php?id=78557.html&tag=movie&type=dinary&opt=3
阿松,http://mmmitv.top/test/kdy.php?id=78556.html&tag=movie&type=dinary&opt=3
寻爱俄罗斯,http://mmmitv.top/test/kdy.php?id=78540.html&tag=movie&type=dinary&opt=3
过去，如今和之后,http://mmmitv.top/test/kdy.php?id=78536.html&tag=movie&type=dinary&opt=3
无惧之爱,http://mmmitv.top/test/kdy.php?id=78535.html&tag=movie&type=dinary&opt=3
过度剂量,http://mmmitv.top/test/kdy.php?id=78549.html&tag=movie&type=dinary&opt=3
非凡守护,http://mmmitv.top/test/kdy.php?id=78543.html&tag=movie&type=dinary&opt=3
我的警察,http://mmmitv.top/test/kdy.php?id=78546.html&tag=movie&type=dinary&opt=3
寻爱俄罗斯,http://mmmitv.top/test/kdy.php?id=78545.html&tag=movie&type=dinary&opt=3
福尔摩斯小姐2,http://mmmitv.top/test/kdy.php?id=78542.html&tag=movie&type=dinary&opt=3
赛琳娜·戈麦斯：我的思想和我,http://mmmitv.top/test/kdy.php?id=78522.html&tag=movie&type=dinary&opt=3
桥之彼端,http://mmmitv.top/test/kdy.php?id=78521.html&tag=movie&type=dinary&opt=3
福尔摩斯小姐2,http://mmmitv.top/test/kdy.php?id=78539.html&tag=movie&type=dinary&opt=3
巢穴2022,http://mmmitv.top/test/kdy.php?id=78531.html&tag=movie&type=dinary&opt=3
重启之深渊疑冢,http://mmmitv.top/test/kdy.php?id=78530.html&tag=movie&type=dinary&opt=3
我的警察,http://mmmitv.top/test/kdy.php?id=78524.html&tag=movie&type=dinary&opt=3
巢穴2022,http://mmmitv.top/test/kdy.php?id=78525.html&tag=movie&type=dinary&opt=3
惊心食人族：重生,http://mmmitv.top/test/kdy.php?id=77200.html&tag=movie&type=dinary&opt=3
危笑,http://mmmitv.top/test/kdy.php?id=78501.html&tag=movie&type=dinary&opt=3
东北往事之我叫赵红兵,http://mmmitv.top/test/kdy.php?id=78515.html&tag=movie&type=dinary&opt=3
风云战国之枭雄,http://mmmitv.top/test/kdy.php?id=77072.html&tag=movie&type=dinary&opt=3
鳄鱼莱莱,http://mmmitv.top/test/kdy.php?id=78517.html&tag=movie&type=dinary&opt=3
恶魔的光火,http://mmmitv.top/test/kdy.php?id=78474.html&tag=movie&type=dinary&opt=3
爱莎,http://mmmitv.top/test/kdy.php?id=78373.html&tag=movie&type=dinary&opt=3
这十年幸福中国,http://mmmitv.top/test/kdy.php?id=77984.html&tag=movie&type=dinary&opt=3
执法者,http://mmmitv.top/test/kdy.php?id=78514.html&tag=movie&type=dinary&opt=3
蜀山传：万剑归宗,http://mmmitv.top/test/kdy.php?id=30959.html&tag=movie&type=dinary&opt=3
誓不低头2022,http://mmmitv.top/test/kdy.php?id=30505.html&tag=movie&type=dinary&opt=3
双子座计划,http://mmmitv.top/test/kdy.php?id=28667.html&tag=movie&type=dinary&opt=3
警探奈特：侠盗,http://mmmitv.top/test/kdy.php?id=78503.html&tag=movie&type=dinary&opt=3
正直的候选人2,http://mmmitv.top/test/kdy.php?id=78487.html&tag=movie&type=dinary&opt=3
向北方,http://mmmitv.top/test/kdy.php?id=78498.html&tag=movie&type=dinary&opt=3
国家德比,http://mmmitv.top/test/kdy.php?id=78490.html&tag=movie&type=dinary&opt=3
谁是谁的菜,http://mmmitv.top/test/kdy.php?id=78489.html&tag=movie&type=dinary&opt=3
正义黑客,http://mmmitv.top/test/kdy.php?id=78469.html&tag=movie&type=dinary&opt=3
阖家辣,http://mmmitv.top/test/kdy.php?id=78484.html&tag=movie&type=dinary&opt=3
你将不再孤单,http://mmmitv.top/test/kdy.php?id=31017.html&tag=movie&type=dinary&opt=3
你好，老叔,http://mmmitv.top/test/kdy.php?id=533.html&tag=movie&type=dinary&opt=3
你所知道的邪恶,http://mmmitv.top/test/kdy.php?id=31180.html&tag=movie&type=dinary&opt=3
江湖菜馆 第三季,http://mmmitv.top/test/kdy.php?id=78481.html&tag=movie&type=dinary&opt=3
江湖菜馆第三季,http://mmmitv.top/test/kdy.php?id=78478.html&tag=movie&type=dinary&opt=3
漂流欲室,http://mmmitv.top/test/kdy.php?id=78477.html&tag=movie&type=dinary&opt=3
看他们如何逃之夭夭,http://mmmitv.top/test/kdy.php?id=77130.html&tag=movie&type=dinary&opt=3
跑垒,http://mmmitv.top/test/kdy.php?id=78473.html&tag=movie&type=dinary&opt=3
恣意佳人第一季,http://mmmitv.top/test/kdy.php?id=78472.html&tag=movie&type=dinary&opt=3
德州传奇公主,http://mmmitv.top/test/kdy.php?id=78470.html&tag=movie&type=dinary&opt=3
宵夜江湖第2季,http://mmmitv.top/test/kdy.php?id=78117.html&tag=movie&type=dinary&opt=3
宵夜江湖 第2季,http://mmmitv.top/test/kdy.php?id=76987.html&tag=movie&type=dinary&opt=3
麻姑,http://mmmitv.top/test/kdy.php?id=78465.html&tag=movie&type=dinary&opt=3
龙女孩,http://mmmitv.top/test/kdy.php?id=78426.html&tag=movie&type=dinary&opt=3
魔童谣,http://mmmitv.top/test/kdy.php?id=78425.html&tag=movie&type=dinary&opt=3


💞纪录片频道,#genre#
人与自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
自然传奇,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/81a1ad3a661748bfb8560c92d38204ca/1200.m3u8
探索发现,http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/25137bd7c4494128bf0cba271974928f/1200.m3u8
地理中国,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c6baf6f74bb944aeacee1065ea72c798/1200.m3u8
大太平洋,http://hls.cntv.kcdnvip.com/asp/hls/4000/0303000a/3/default/2d7f4eeaed2e4ad080bcf324eb21bc0d/4000.m3u8
生命脉动,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/c481b5826ffc4e99a92e01704c862dbc/850.m3u8
飞碟之谜01,https://hls.cntv.lxdns.com/asp/hls/2000/0303000a/3/default/f0a47e155d32450daa1d36a04fd7d262/2000.m3u8
飞碟之谜02,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/d2454bbb542d4613a9db478dab2addfd/2000.m3u8
远方的家,http://hls.cntv.kcdnvip.com/asp/hls/4000/0303000a/3/default/162d7e29c3da4aab82ad47b6e2d9e7b4/4000.m3u8
美丽中国说,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8cdd688b04e4495ba1635e218419d6f9/4000.m3u8
美丽中国自然,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/51d937a0201f4c78a5878b4b37089f3b/4000.m3u8
航拍中国第一季,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8edf3fb6a69148ea9a7dc0b5a9d99fdb/4000.m3u8
航拍中国第二季,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/2bdfdad540b342f592f9817cb7f3b79a/4000.m3u8
航拍中国第三季,http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/18a8a559464448dbaf60d33913e09aea/1200.m3u8
中国村庄,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/93fc12dbf14241c18c23da104fbade23/4000.m3u8
梵净山,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/b9571df1181c4422a83901e827519fe6/4000.m3u8
地球脉动第一季,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/7a3423af02284c3db48b854ab646993f/850.m3u8
乘着火车看中国,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/2b0f397ed9d948eb9fac38d73cde241b/4000.m3u8



💞IPV6,#genre#

IPTV高清院线,http://[2409:8087:5011:1020::1a]/180000001001/00000001000000001002000000000009/main.m3u8?IASHttpSessionId=OTT
IPTV古装剧场,http://[2409:8087:5011:1020::1a]/180000001001/00000001000000001002000000000010/main.m3u8?IASHttpSessionId=OTT
IPTV家庭剧场,http://[2409:8087:5011:1020::1a]/180000001001/00000001000000001002000000000011/main.m3u8?IASHttpSessionId=OTT
IPTV经典剧场,http://[2409:8087:5011:1020::1a]/180000001001/00000001000000001002000000000012/main.m3u8?IASHttpSessionId=OTT
IPTV抗战剧场,http://[2409:8087:5011:1020::1a]/180000001001/00000001000000001002000000000007/main.m3u8?IASHttpSessionId=OTT
湖南电影,http://[2409:8087:5011:1020::1d]/180000001001/00000001000000001001000000000038/main.m3u8?IASHttpSessionId=OTT

海南自贸,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000320/index.m3u8?IAS
海南新闻,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000321/index.m3u8?IAS
海南文旅,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000322/index.m3u8?IAS
海南少儿,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000323/index.m3u8?IAS
海南公共,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000382/index.m3u8?IAS
视听海南,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000440/index.m3u8?IAS
三沙卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?IAS
三亚卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000136/index.m3u8?IAS
海口1台,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000133/index.m3u8?IAS
海口2台,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000134/index.m3u8?IAS
海口3台,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000441/index.m3u8?IAS
CCTV-1,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS
CCTV-2,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000372/index.m3u8?IAS
CCTV-4,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?IAS
CCTV-5+,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000132/index.m3u8?IAS
CCTV-7,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000380/index.m3u8?IAS
CCTV-9,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000373/index.m3u8?IAS
CCTV-10,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000375/index.m3u8?IAS
CCTV-11,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000497/index.m3u8?IAS
CCTV-12,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?IAS
CCTV-13,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000516/index.m3u8?IAS
CCTV-14,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000378/index.m3u8?IAS
CCTV-15,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000501/index.m3u8?IAS
CCTV-16,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002395/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-17,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000494/index.m3u8?IAS
中国交通,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000438/index.m3u8?IAS
北京卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000173/index.m3u8?IAS
湖南卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000174/index.m3u8?IAS
黑龙江卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000175/index.m3u8?IAS
深圳卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000176/index.m3u8?IAS
江苏卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000177/index.m3u8?IAS
东方卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000182/index.m3u8?IAS
厦门卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u8?IAS
浙江卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000248/index.m3u8?IAS
天津卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000249/index.m3u8?IAS
湖北卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000250/index.m3u8?IAS
海南卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000262/index.m3u8?IAS
山东卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000364/index.m3u8?IAS
人文纪实,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000365/index.m3u8?IAS
辽宁卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000367/index.m3u8?IAS
安徽卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000368/index.m3u8?IAS
4K测试,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000459/index.m3u8?IAS
中国教育1台,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000481/index.m3u8?IAS
金鹰纪实,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000482/index.m3u8?IAS
河北卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000487/index.m3u8?IAS
贵州卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000489/index.m3u8?IAS
东南卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000502/index.m3u8?IAS
重庆卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000521/index.m3u8?IAS
江西卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000522/index.m3u8?IAS
吉林卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000533/index.m3u8?IAS



咪咕视频1,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226240/2/index.m3u8
咪咕视频2,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226235/2/index.m3u8
咪咕视频3,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226238/2/index.m3u8
咪咕视频4,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226241/2/index.m3u8
咪咕视频5,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221226243/2/index.m3u8


🗼风景频道,#genre#
直播中国精编直播,http://gcksc.v.kcdnvip.com/gc/wgw05_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/wgw05_1/index.m3u8
中国精编,http://gctxyc.liveplay.myqcloud.com/gc/wgw05_1_md.m3u8
中央电视塔东,http://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8#http://gcksc.v.kcdnvip.com/gc/ztd_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/ztd_1/index.m3u8
中央电视塔南,http://gcbsc.v.live.baishancdnx.cn/gc/ztn_1/index.m3u8#http://gcksc.v.kcdnvip.com/gc/ztn_1/index.m3u8
中央电视塔西,http://gcksc.v.kcdnvip.com/gc/ztx_1/index.m3u8
中央电视塔北,http://gctxyc.liveplay.myqcloud.com/gc/ztb_1_md.m3u8#http://gcksc.v.kcdnvip.com/gc/ztb_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/ztb_1/index.m3u8
宁夏黄河大峡谷,http://gcksc.v.kcdnvip.com/gc/hhdxg01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hhdxg01_1/index.m3u8
浙江舟山东极岛,http://gctxyc.liveplay.myqcloud.com/gc/djd01_1_md.m3u8#http://gcksc.v.kcdnvip.com/gc/djd01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/djd01_1/index.m3u8
仙都风景区,http://gccncc.v.wscdns.com/gc/xdfjq01_1/index.m3u8#http://gcksc.v.kcdnvip.com/gc/xdfjq01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/xdfjq01_1/index.m3u8#http://gctxyc.liveplay.myqcloud.com/gc/xdfjq01_1/index.m3u8
桂林漓江景区,http://gctxyc.liveplay.myqcloud.com/gc/gllj01_1_md.m3u8
马岭河峡谷,http://gccncc.v.wscdns.com/gc/xymlh_1/index.m3u8
少林寺广场,http://gcksc.v.kcdnvip.com/gc/zsslsgc_1/index.m3u8
嵩山峻极峰,http://gccncc.v.wscdns.com/gc/zsslsjjfsd_1/index.m3u8
婺源01,http://gcbsc.v.live.baishancdnx.cn/gc/wygjt1_1/index.m3u8#http://gcksc.v.kcdnvip.com/gc/wygjt1_1/index.m3u8#http://gccncc.v.wscdns.com/gc/wygjt1_1/index.m3u8
婺源02,http://gcalic.v.myalicdn.com/gc/wygjt2_1/index.m3u8
嘉峪关02,http://gcalic.v.myalicdn.com/gc/jyg02_1/index.m3u8
嘉峪关03,http://gctxyc.liveplay.myqcloud.com/gc/jyg04_1_md.m3u8
都江堰-鱼嘴,http://gctxyc.liveplay.myqcloud.com/gc/djyqyl1_1_md.m3u8
都江堰-飞沙堰,http://gctxyc.liveplay.myqcloud.com/gc/djyewm_1_md.m3u8
都江堰-秦堰楼,http://gcksc.v.kcdnvip.com/gc/djyqyl2_1/index.m3u8
丹霞山丹梯铁锁,http://gctxyc.liveplay.myqcloud.com/gc/dxsdtts_1_md.m3u8#http://gcksc.v.kcdnvip.com/gc/dxsdtts_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/dxsdtts_1/index.m3u8
韶音亭,http://gctxyc.liveplay.myqcloud.com/gc/dxssyt_1_md.m3u8
多依树景点,http://gcksc.v.kcdnvip.com/gc/hnttdysjd_1/index.m3u8
普高老寨,http://gctxyc.liveplay.myqcloud.com/gc/hnttpgsz_1_md.m3u8
乐山大佛全景,http://gctxyc.liveplay.myqcloud.com/gc/lsdfgfl_1_md.m3u8#http://gcksc.v.kcdnvip.com/gc/lsdfgfl_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/lsdfgfl_1/index.m3u8
中间水泡,http://gcksc.v.kcdnvip.com/gc/lhszjsp_1/index.m3u8
山涧栈道,http://gcbsc.v.live.baishancdnx.cn/gc/lhssjzd_1/index.m3u8
印象大红袍,http://gcbsc.v.live.baishancdnx.cn/gc/wysyxdhp_1/index.m3u8
大红袍茶园,http://gcalic.v.myalicdn.com/gc/wysdhpcy_1/index.m3u8
华山,http://gccncc.v.wscdns.com/gc/hkhs01_1/index.m3u8#http://gcksc.v.kcdnvip.com/gc/hkhs01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hkhs01_1/index.m3u8
十八洞村,http://gcksc.v.kcdnvip.com/gc/sbd01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/sbd01_1/index.m3u8
六盘山红军长征景区,http://gctxyc.liveplay.myqcloud.com/gc/lpsgmjng01_1_md.m3u8#http://gcksc.v.kcdnvip.com/gc/lpsgmjng01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/lpsgmjng01_1/index.m3u8
桂林象山公园,http://gcksc.v.kcdnvip.com/gc/glxs01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/glxs01_1/index.m3u8
峡谷石林,http://gcalic.v.myalicdn.com/gc/pshdxg02_1/index.m3u8
天涯石,http://gcbsc.v.live.baishancdnx.cn/gc/tyhjtys_1/index.m3u8#http://gcksc.v.kcdnvip.com/gc/tyhjtys_1/index.m3u8
南天一柱,http://gcksc.v.kcdnvip.com/gc/tyhjntyz_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/tyhjntyz_1/index.m3u8
日月石,http://gctxyc.liveplay.myqcloud.com/gc/tyhjrys_1_md.m3u8#http://gcksc.v.kcdnvip.com/gc/tyhjrys_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/tyhjrys_1/index.m3u8
银链坠潭瀑布,http://gcksc.v.kcdnvip.com/gc/hgsylztpb_1/index.m3u8
六角亭瀑布,http://gcalic.v.myalicdn.com/gc/hgsspzxdpb_1/index.m3u8
恒山悬空寺全景,http://gcbsc.v.live.baishancdnx.cn/gc/hsxksqj_1/index.m3u8#http://gcksc.v.kcdnvip.com/gc/hsxksqj_1/index.m3u8
恒山恒宗,http://gcksc.v.kcdnvip.com/gc/hsxkssqdzrqj_1/index.m3u8
恒山悬空寺侧景,http://gctxyc.liveplay.myqcloud.com/gc/hsxkscj_1_md.m3u8
